code,Region_Name,Year,EC_XPD__CAP_CR,HOU_ELC_ACSN_ZS,HOU_MLT_MAIN_ZS,ROD_DIST_BDMG_BM_KM,ROD_DIST_FAIR_BM_KM,ROD_DIST_GOOD_BM_KM,ROD_DIST_LDMG_BM_KM,SE_SRSEC_NENR_ZS,SL_EMP_AGR_FRST_FSH,SL_TLF,SP_URB_TOTL_ZS,LND_TOTL_K2,EC_XPD_TOTL_CR,SP_POP_TOTL,REV_TOTL_CR,DAK_INFR_CR,DAK_INFR_ROD_CR,ROD_VILG_ASPH_ZS,ROD_VILG_DIRT_ZS,ROD_VILG_GRAVL_ZS,ROD_VILG_OTHR_ZS
7503,"Pohuwato, Kab.",2012,88347579158,86.98,,,,,,51.7,22698,63556,,,446296000000,136324,449680000000,,,,,,
7503,"Pohuwato, Kab.",2013,149768595908,91.706970215,,,,,,49.129517,24449,61505,,,,139675,551262283534,,,,,,
7503,"Pohuwato, Kab.",2014,,,,,,,,53.14,,,,,,,,,,,,,
7504,"Bone Bolango, Kab.",2000,,,,,,,,,,,11.39,,,,,,,,,,
7504,"Bone Bolango, Kab.",2001,,,,,,,,,,,,,,,,,,,,,
7504,"Bone Bolango, Kab.",2002,,,,,,,,,,,,,,,,,,,,,
7504,"Bone Bolango, Kab.",2003,,,,,,,,,,,,,,,,,,,,,
7504,"Bone Bolango, Kab.",2004,,,,,,,,,,,,,,122805,,,,,,,
7504,"Bone Bolango, Kab.",2005,,,2.15,,,,,40.91,,,11.382068259,1984.31,,123360,,4.15,2.26,87.3,3.17,9.52,
7504,"Bone Bolango, Kab.",2006,91906786870,73.95,,,,,,39.78,,,,1984.31,228198584273,127977,230806091368,9.74,5.8,,,,
7504,"Bone Bolango, Kab.",2007,,78.47,,,,,,45.21,20362,49438,,1984.31,,129025,271981834669,13.191,8.62,,,,
7504,"Bone Bolango, Kab.",2008,103670045059,83.55,2.8,184,32,59,220,47.58,19023,52824,,1984.31,,130025,355014388480,15.116,10.391,73.2,10.46,15.03,0.65
7504,"Bone Bolango, Kab.",2009,86593258456,86.21,,,,,,48.06,21095,56883,,1984.31,329687337042,131781,317022163358,14.921,8.928,,,,
7504,"Bone Bolango, Kab.",2010,55544915421,85.35654,,,,,,45.07,19736,59509,27.97,,322765401583,141915,330332897582,,,,,,
7504,"Bone Bolango, Kab.",2011,92104747963,86.60844,0.8286186,,,,,50.88,17282,63276,27.96728,,411641648311,144695,445257281656,,,72.72727,9.090909,17.57576,0.6060606
7504,"Bone Bolango, Kab.",2012,88616280221,87.98,,,,,,48.26,14731,57905,,,452940000000,146773,437581000000,,,,,,
7504,"Bone Bolango, Kab.",2013,145092253654,90.798927307,,,,,,45.374985,15605,59829,,,,148971,541169320670,,,,,,
7504,"Bone Bolango, Kab.",2014,,,,,,,,50.16,,,,,,,,,,,,,
7505,"Gorontalo Utara, Kab.",2000,,,,,,,,,,,,,,,,,,,,,
7505,"Gorontalo Utara, Kab.",2001,,,,,,,,,,,,,,,,,,,,,
7505,"Gorontalo Utara, Kab.",2002,,,,,,,,,,,,,,,,,,,,,
7505,"Gorontalo Utara, Kab.",2003,,,,,,,,,,,,,,,,,,,,,
7505,"Gorontalo Utara, Kab.",2004,,,,,,,,,,,,,,,,,,,,,
7505,"Gorontalo Utara, Kab.",2005,,,,,,,,,,,,,,,,,,,,,
7505,"Gorontalo Utara, Kab.",2006,,,,,,,,,,,,,,94441,,,,,,,
7505,"Gorontalo Utara, Kab.",2007,,65.09,,,,,,23.01,,,,,,94829,,,,,,,
7505,"Gorontalo Utara, Kab.",2008,38370000826,59.98,0.65,229,,24,19,27.6,33001,44777,,1676.15,165722152653,95177,162416442944,2.198,1.67,55.36,3.57,37.5,1.79
7505,"Gorontalo Utara, Kab.",2009,263861859109,65.69,,,,,,29.34,22913,44384,,1676.15,409547156090,96489,301902044045,15.922,10.371,,,,
7505,"Gorontalo Utara, Kab.",2010,126310446553,72.59704,,,,,,30.51,22142,44856,4.87,,312697834483,104133,324355402337,,,,,,
7505,"Gorontalo Utara, Kab.",2011,180421055134,73.21449,0.0947482,,,,,41.34,24146,46081,4.875285,,407685468885,105759,388072870099,,,68.85246,7.377049,23.77049,
7505,"Gorontalo Utara, Kab.",2012,114475000000,79.13,,,,,,36.69,27740,51388,,,362525000000,107092,340309000000,,,,,,
7505,"Gorontalo Utara, Kab.",2013,94612160750,86.228240967,,,,,,54.777069,27007,52209,,,,108324,408355021224,,,,,,
7505,"Gorontalo Utara, Kab.",2014,,,,,,,,64.49,,,,,,,,,,,,,
7571,"Gorontalo, Kota",2000,,92.5,10.22,,,,,57.43,,,88.64,12151,,135074,40835989000,,,97.78,,2.22,
7571,"Gorontalo, Kota",2001,16220617767,94.74,,,,,,36.08,,,,64.79,105185107800,136632,118888829110,,,,,,
7571,"Gorontalo, Kota",2002,27650822951,87.69,,,,,,50.79,,,,64.79,128667572500,138644,132953845200,,,,,,
7571,"Gorontalo, Kota",2003,44669952007,95.6,16.02,,,,,50.93,,,,64.79,166694065623,145954,161984258889,4.1,4.1,100,,,
7571,"Gorontalo, Kota",2004,43294728219,96.55,,,,,,52.94,,,,64.79,181786217188,147436,186190727010,3.5,3.5,,,,
7571,"Gorontalo, Kota",2005,36854763253,,19.09,,,,,52.67,,,89.822656107,64.79,200722388483,156454,195016192255,2.22,2.22,97.83,,2.17,
7571,"Gorontalo, Kota",2006,68774686660,96.74,,,,,,57.24,,,,64.79,268980319526,159455,276937277294,5.27,4.28,,,,
7571,"Gorontalo, Kota",2007,48976187157,97.52,,,,,,57.33,4649,64084,,64.79,299191953736,162325,277294332266,9.149,6.95,,,,
7571,"Gorontalo, Kota",2008,81204142262,98.64,22.14,,,157,61,53.08,526,74367,,79.59,479664914063,165175,387947436224,11.7,8.853,97.96,,2.04,
7571,"Gorontalo, Kota",2009,107693439721,97.52,,,,,,47.08,4630,79167,,79.59,432707452173,170209,417625695693,15.106,9.672,,,,
7571,"Gorontalo, Kota",2010,85908709725,98.08249,,,,,,53.74,5252,76249,96.57,,475470285241,180127,503562284429,,,,,,
7571,"Gorontalo, Kota",2011,113012585600,97.75468,9.93074,,,,,54.56,3688,81400,96.57275,,527658979423,185177,530559291303,,,100,,,
7571,"Gorontalo, Kota",2012,64055590173,99.71,,,,,,56.8,3806,82703,,,584847000000,189476,588400000000,,,,,,
7571,"Gorontalo, Kota",2013,76371017459,99.656608582,,,,,,46.142601,5202,88037,,,,193692,675337872414,,,,,,
7571,"Gorontalo, Kota",2014,,,,,,,,55.23,,,,,,,,,,,,,
7601,"Majene, Kab.",2000,,76.38,1.62,128,113,104,75,37.77,,,53.4,948,,120621,39211001000,,,85.71,8.57,5.71,
7601,"Majene, Kab.",2001,12297079496,66.28,,,,,,22.14,,,,947.84,83826304349,121561,82471611345,,,,,,
7601,"Majene, Kab.",2002,20573488851,70.72,,128,113,104,75,37.01,,,,947.84,116165726260,122940,116235463480,,,,,,
7601,"Majene, Kab.",2003,37518998733,71.8,3.92,,,,,32.47,,,,947.84,149211138945,128783,147379469612,1.9,1.9,77.14,2.86,20,
7601,"Majene, Kab.",2004,27985943378,75.9,,,,,,40.05,,,,947.84,141992663157,130527,153499420337,4.71,3.11,,,,
7601,"Majene, Kab.",2005,40071796924,,3.38,,,,,52.95,,,36.324281175,947.84,160434723428,131985,162993980401,4.84,3.07,82.5,7.5,10,
7601,"Majene, Kab.",2006,74288292251,79.55,,,,,,46.22,,,,947.84,238210994058,132711,252313963959,8.13,5.56,,,,
7601,"Majene, Kab.",2007,85663577446,87.24,,,,,,46.68,26591,70908,,947.84,284127090130,132900,295745903398,10.415,6.525,,,,
7601,"Majene, Kab.",2008,97135014893,94.63,0.89,128,113,104,75,50.76,8915,59777,,947.84,436023097379,133183,324710769600,12.64,8.148,77.5,5,17.5,
7601,"Majene, Kab.",2009,147518121333,97.3,,,,,,44.02,23601,65370,,947.84,420339535608,133296,343294456900,13.155,8.441,,,,
7601,"Majene, Kab.",2010,100194241275,88.31967,,,,,,47.32,24230,65003,41.32,,410051135450,151107,397942973872,,,,,,
7601,"Majene, Kab.",2011,108005191361,90.71192,3.046571,,,,,48.82,29658,67870,41.32437,,458316708339,154011,468301680714,,,82.89474,7.894737,9.210526,
7601,"Majene, Kab.",2012,112330000000,95.03,,,,,,48.01,26001,74398,,,508534000000,156321,508575000000,,,,,,
7601,"Majene, Kab.",2013,131022159952,96.527168274,,,,,,54.449989,26259,65027,,,,158890,596607458713,,,,,,
7601,"Majene, Kab.",2014,,,,,,,,59.28,,,,,,,,,,,,,
7602,"Polewali Mandar, Kab.",2000,,61.3,1.54,169,208,170,281,30.27,,,30.91,4782,,446765,64763868000,,,53.23,40.3,6.47,
7602,"Polewali Mandar, Kab.",2001,13619336745,61.44,,,,,,16.19,,,,4781.53,144869071360,451596,148043316350,,,,,,
7602,"Polewali Mandar, Kab.",2002,17066603611,52.68,,169,208,170,281,19.06,,,,4814.72,169008683980,456479,184917790260,,,,,,
7602,"Polewali Mandar, Kab.",2003,19462095405,52.58,2.92,,,,,23.74,,,,1787.98,165132228478,357794,169009226675,6.4,3.2,40,17.69,38.46,3.08
7602,"Polewali Mandar, Kab.",2004,28676898318,70.61,,,,,,18.72,,,,1775.65,205126721321,357852,200940334830,4.29,2.59,,,,
7602,"Polewali Mandar, Kab.",2005,45193917146,,6.95,,,,,22.9,,,26.377913573,1775.65,231727147353,362900,234279077267,5.28,2.77,42.42,19.7,36.36,0.76
7602,"Polewali Mandar, Kab.",2006,86570697516,71.86,,,,,,27.99,,,,1775.65,345510685126,359304,353286969688,13.935,10.345,,,,
7602,"Polewali Mandar, Kab.",2007,106520458339,79.23,,,,,,33.3,80984,144834,,1775.65,387196390368,360419,394395119693,15.705,7.495,,,,
7602,"Polewali Mandar, Kab.",2008,112741868154,87.32,5.59,23,213,172,155,26.96,105033,173538,,1775.65,482864353498,361342,456371206144,18.526,9.365,59.4,18.05,21.8,0.75
7602,"Polewali Mandar, Kab.",2009,130122555173,92.58,,,,,,28.98,89958,173353,,1775.65,481568419719,362106,487231025025,14.069,8.403,,,,
7602,"Polewali Mandar, Kab.",2010,113463303666,82.34026,,,,,,27.54,97633,180270,26.93,,531084172794,396120,545319029981,,,,,,
7602,"Polewali Mandar, Kab.",2011,129613401807,84.52277,3.843622,,,,,49.03,100544,191968,26.93343,,666479174118,402424,653726463273,,,62.27545,17.36527,20.35928,
7602,"Polewali Mandar, Kab.",2012,124358000000,92.53,,,,,,44.19,99447,192530,,,708041500000,407400,700393000000,,,,,,
7602,"Polewali Mandar, Kab.",2013,150918683638,90.686782837,,,,,,49.890984,92135,188784,,,,412122,808539104565,,,,,,
7602,"Polewali Mandar, Kab.",2014,,,,,,,,54.66,,,,,,,,,,,,,
7603,"Mamasa, Kab.",2000,,,,,,,,,,,,,,,,,,,,,
7603,"Mamasa, Kab.",2001,,,,,,,,,,,,,,,,,,,,,
7603,"Mamasa, Kab.",2002,,,,,,,,,,,,,,,,,,,,,
7603,"Mamasa, Kab.",2003,,,,,,,,,,,,3026.74,,119613,,2,1,11.38,72.36,15.45,
7603,"Mamasa, Kab.",2004,,14.64,,,,,,27.66,,,,3005.88,,120745,,2.24,2.24,,,,
7603,"Mamasa, Kab.",2005,27161527451,,0.01,,,,,39.37,,,,3005.88,109502969330,122340,146616512925,3.41,2.66,13.77,68.86,16.17,0.6
7603,"Mamasa, Kab.",2006,,33.61,,,,,,34.78,,,,3005.88,,123497,0,7.04,4.31,,,,
7603,"Mamasa, Kab.",2007,88231092277,51.81,,,,,,33.6,64190,81770,,3005.88,247634429125,124433,252910459033,7.612,3.992,,,,
7603,"Mamasa, Kab.",2008,77361014330,57.13,,120,23,42,59,31.37,46386,75010,,3005.88,357875599128,125309,306123754016,8.928,5.13,11.3,70.06,18.08,0.56
7603,"Mamasa, Kab.",2009,182968209345,64.98,,,,,,36.35,61587,78449,,3005.88,438079425413,126134,315631800786,8.825,6.62,,,,
7603,"Mamasa, Kab.",2010,67009660765,73.92358,,,,,,41.2,51285,66780,3.37,,339118158160,140082,384991579800,,,,,,
7603,"Mamasa, Kab.",2011,45849336625,70.27475,0.008021,,,,,48.09,45086,66525,3.364808,,377646812782,143509,429371904449,,,12.99435,59.32203,27.68362,
7603,"Mamasa, Kab.",2012,112685000000,68.61,,,,,,48.94,49633,71804,,,462278000000,145401,486446000000,,,,,,
7603,"Mamasa, Kab.",2013,116626857564,80.626281738,,,,,,54.462475,52584,72731,,,,147660,572652860233,,,,,,
7603,"Mamasa, Kab.",2014,,,,,,,,63.93,,,,,,,,,,,,,
7604,"Mamuju, Kab.",2000,,50.49,1.08,24,119,101,63,16.92,,,9.49,11058,,296625,3192849000,,,18.94,13.64,62.12,0.76
7604,"Mamuju, Kab.",2001,27813351764,36.99,,,,,,12.18,,,,11033.18,129048913480,312569,126471766200,,,,,,
7604,"Mamuju, Kab.",2002,57444359513,37.37,,24,119,101,63,20.02,,,,11057.81,184853317340,323692,193118924480,,,,,,
7604,"Mamuju, Kab.",2003,77180917383,48.36,2.25,,,,,16.18,,,,11057.82,226281570954,338147,227305034898,2.8,1.6,21.17,10.95,64.96,
7604,"Mamuju, Kab.",2004,29414211980,56.58,,,,,,16.58,,,,11057.82,174351428021,268593,166795634239,3.77,2.27,,,,
7604,"Mamuju, Kab.",2005,,,2.38,,,,,17.28,,,9.5108815124,8023.74,,283675,,4.11,2.13,22.73,15.45,60,
7604,"Mamuju, Kab.",2006,117737294846,62.91,,,,,,30.02,,,,8023.74,344552148563,286765,352500756469,9.6,5.51,,,,
7604,"Mamuju, Kab.",2007,170460449500,56.05,,,,,,26.63,70437,103144,,8023.74,425531226360,296051,435535785581,16.448,8.469,,,,
7604,"Mamuju, Kab.",2008,171626755336,70.07,2.24,40,110,101,72,31.9,97886,134108,,8014.06,571024126002,305473,482072417792,18.636,9.943,26.02,16.26,55.28,0.81
7604,"Mamuju, Kab.",2009,196214908920,73.75,,,,,,33.02,82684,134090,,8014.06,614852802331,315053,581919086538,14.151,8.562,,,,
7604,"Mamuju, Kab.",2010,103677627140,59.792,,,,,,35.04,104981,159691,23.69,,529828965448,336973,572419335150,,,,,,
7604,"Mamuju, Kab.",2011,156190042586,70.88875,2.310338,,,,,44.18,100773,160155,23.68687,,635051460120,347923,681558686462,,,41.44737,18.42105,40.13158,
7604,"Mamuju, Kab.",2012,166967000000,76.33,,,,,,37.16,111358,176143,,,695965000000,357999,711240000000,,,,,,
7604,"Mamuju, Kab.",2013,,77.123825073,,,,,,54.400036,100272,163076,,,,367450,,,,,,,
7604,"Mamuju, Kab.",2014,,,,,,,,58.1,,,,,,,,,,,,,
7605,"Mamuju Utara, Kab.",2000,,,,,,,,,,,,,,,,,,,,,
7605,"Mamuju Utara, Kab.",2001,,,,,,,,,,,,,,,,,,,,,
7605,"Mamuju Utara, Kab.",2002,,,,,,,,,,,,,,,,,,,,,
7605,"Mamuju Utara, Kab.",2003,,,,,,,,,,,,,,,,,,,,,
7605,"Mamuju Utara, Kab.",2004,,,,,,,,,,,,,,91932,,,,,,,
7605,"Mamuju Utara, Kab.",2005,40166104540,,,,,,,21.01,,,,3034.08,86367310462,97095,88759574938,2.64,2.04,12.12,3.03,84.85,
7605,"Mamuju Utara, Kab.",2006,122343784869,63.44,,,,,,31.82,,,,3034.08,202268360449,98874,204365171744,8.4,5.13,,,,
7605,"Mamuju Utara, Kab.",2007,107989058593,68.28,,,,,,29.77,52942,69841,,3034.08,418492314987,102860,417392008069,12.543,6.453,,,,
7605,"Mamuju Utara, Kab.",2008,131954008265,70.67,,1,22,,13,36.43,27672,53526,,3043.75,266186316777,106949,263131358704,13.953,7.735,30.16,17.46,52.38,
7605,"Mamuju Utara, Kab.",2009,142370555178,75.61,,,,,,31.59,42527,59882,,3043.75,330252349968,111150,299817079010,10.063,7.789,,,,
7605,"Mamuju Utara, Kab.",2010,112957049726,73.0787,,,,,,30.4,42052,60427,8.5,,339443158181,134369,346948358068,,,,,,
7605,"Mamuju Utara, Kab.",2011,94680219216,78.83216,,,,,,42.22,39701,65113,8.498484,,343664920082,139612,387275037981,,,42.85714,7.936508,49.20635,
7605,"Mamuju Utara, Kab.",2012,104572000000,81.99,,,,,,48.19,41696,69819,,,382499761690,143597,416670000000,,,,,,
7605,"Mamuju Utara, Kab.",2013,,80.295906067,,,,,,37.86372,42846,68956,,,,148129,,,,,,,
7605,"Mamuju Utara, Kab.",2014,,,,,,,,46.91,,,,,,,,,,,,,
7606,"Mamuju Tengah, Kab.",2000,,,,,,,,,,,,,,,,,,,,,
7606,"Mamuju Tengah, Kab.",2001,,,,,,,,,,,,,,,,,,,,,
7606,"Mamuju Tengah, Kab.",2002,,,,,,,,,,,,,,,,,,,,,
7606,"Mamuju Tengah, Kab.",2003,,,,,,,,,,,,,,,,,,,,,
7606,"Mamuju Tengah, Kab.",2004,,,,,,,,,,,,,,,,,,,,,
7606,"Mamuju Tengah, Kab.",2005,,,,,,,,,,,,,,,,,,,,,
7606,"Mamuju Tengah, Kab.",2006,,,,,,,,,,,,,,,,,,,,,
7606,"Mamuju Tengah, Kab.",2007,,,,,,,,,,,,,,,,,,,,,
7606,"Mamuju Tengah, Kab.",2008,,,,,,,,,,,,,,,,,,,,,
7606,"Mamuju Tengah, Kab.",2009,,,,,,,,,,,,,,,,,,,,,
7606,"Mamuju Tengah, Kab.",2010,,,,,,,,,,,,,,,,,,,,,
7606,"Mamuju Tengah, Kab.",2011,,,,,,,,,,,,,,,,,,,,,
7606,"Mamuju Tengah, Kab.",2012,,,,,,,,,,,,,,,,,,,,,
7606,"Mamuju Tengah, Kab.",2013,,,,,,,,,,,,,,,,,,,,,
7606,"Mamuju Tengah, Kab.",2014,,,,,,,,,,,,,,,,,,,,,
8101,"Maluku Tenggara Barat, Kab.",2000,,,,,,,,,,,8.85,,,,,,,,,,
8101,"Maluku Tenggara Barat, Kab.",2001,,49.17,,,,,,35.46,,,,15033,,151200,,,,,,,
8101,"Maluku Tenggara Barat, Kab.",2002,27473334663,,,539,96,66,270,,,,,15033,150076766990,153300,146128862370,,,,,,
8101,"Maluku Tenggara Barat, Kab.",2003,,51.39,2.23,,,,,40.5,,,,15033,,156570,,6,6,8.51,58.51,3.19,5.85
8101,"Maluku Tenggara Barat, Kab.",2004,5571950000,50.38,,,,,,50.68,,,,14584,205734844998,145744,213832145873,2.68,2.68,,,,
8101,"Maluku Tenggara Barat, Kab.",2005,72449977265,,2.43,,,,,56.37,,,8.5726069366,14584,218128016029,148481,229584591516,5.11,3.96,15.43,62.77,6.91,2.13
8101,"Maluku Tenggara Barat, Kab.",2006,45145786379,47.78,,,,,,48.45,,,,14584,292484845658,155064,375358554564,8.28,6.3,,,,
8101,"Maluku Tenggara Barat, Kab.",2007,102427575300,71.17,,,,,,52.11,58910,73131,,14584,395044156332,155673,446766244337,15.311,12.124,,,,
8101,"Maluku Tenggara Barat, Kab.",2008,240709505897,44.91,1.15,411,70,91,324,54.95,58519,75757,,9046.85,772088495542,156246,540978936032,18.677,14.87,19.15,61.7,6.38,2.13
8101,"Maluku Tenggara Barat, Kab.",2009,293590336926,46.87,,,,,,54.41,65040,80537,,4465.79,612621560633,88903,386617328202,15.308,10.316,,,,
8101,"Maluku Tenggara Barat, Kab.",2010,145623198624,72.87716,,,,,,62.29,32421,46896,25.27,,443494583046,105341,436673702828,,,,,,
8101,"Maluku Tenggara Barat, Kab.",2011,116905510585,55.21682,1.597032,,,,,46.91,29561,48200,25.27505,,478343278973,106768,494548682080,,,38.98305,13.55932,45.76271,1.694915
8101,"Maluku Tenggara Barat, Kab.",2012,82422172470,62.05,,,,,,53.69,28365,49475,,,463201000000,107827,489525000000,,,,,,
8101,"Maluku Tenggara Barat, Kab.",2013,102667886452,61.833267212,,,,,,51.886169,31472,48674,,,,108665,571399491578,,,,,,
8101,"Maluku Tenggara Barat, Kab.",2014,,,,,,,,65.8,,,,,,,,,,,,,
8102,"Maluku Tenggara, Kab.",2000,,,4.03,487,328,189,440,,,,25.89,21503,,342740,62392932000,,,24.27,18.93,5.1,
8102,"Maluku Tenggara, Kab.",2001,,63.2,,,,,,40.29,,,,9934,,196070,,,,,,,
8102,"Maluku Tenggara, Kab.",2002,41439704389,,,825,139,150,656,,,,,9934,183902516330,200760,183293962780,,,,,,
8102,"Maluku Tenggara, Kab.",2003,13807922085,54.84,8.66,,,,,34.21,,,,9934,24744106110,205080,216604474805,7.5,7.5,30.21,6.38,5.53,0.43
8102,"Maluku Tenggara, Kab.",2004,58406074069,42.05,,,,,,42.09,,,,9934,224404475747,126462,268005701799,4.68,4.68,,,,
8102,"Maluku Tenggara, Kab.",2005,48506935150,,12.67,,,,,54.69,,,20.685613599,4676,191452288943,129193,201996715774,6.6,3.8,66.67,12.82,9.4,
8102,"Maluku Tenggara, Kab.",2006,97414646017,66.18,,,,,,57.93,,,,4676,298335849589,132216,323659276059,11.21,7.76,,,,
8102,"Maluku Tenggara, Kab.",2007,109460538259,63.83,,,,,,57.94,43924,66879,,4676,343752274044,135889,352292362738,17.374,13.135,,,,
8102,"Maluku Tenggara, Kab.",2008,96546816005,64.91,4.58,652,118,69,358,58.42,22066,59594,,1286.2,458975620940,138840,415267325440,21.086,16.082,78.16,5.75,11.49,1.15
8102,"Maluku Tenggara, Kab.",2009,194781389434,65.42,,,,,,49.36,34849,49087,,1031.81,483861669265,96862,330803549844,14.842,9.861,,,,
8102,"Maluku Tenggara, Kab.",2010,124549354708,74.34773,,,,,,56.72,25270,41360,24.59,,423433735635,96442,406003843665,,,,,,
8102,"Maluku Tenggara, Kab.",2011,110407627021,68.13992,2.369394,,,,,46.25,30236,43724,24.59183,,417039766383,97302,415413877641,,,71.25,10,18.75,
8102,"Maluku Tenggara, Kab.",2012,83718337453,69.7,,,,,,64.66,30116,41898,,,433099000000,97823,424754000000,,,,,,
8102,"Maluku Tenggara, Kab.",2013,106119464505,70.193191528,,,,,,47.112267,29879,43432,,,,98073,519385809516,,,,,,
8102,"Maluku Tenggara, Kab.",2014,,,,,,,,68.3,,,,,,,,,,,,,
8103,"Maluku Tengah, Kab.",2000,,,1.68,31,395,170,434,,,,17.33,25113,,651120,69403410000,,,37.39,22.49,12.46,2.13
8103,"Maluku Tengah, Kab.",2001,6848032970,85.1,,,,,,56.02,,,,17821,223997169410,531550,241939662460,,,,,,
8103,"Maluku Tengah, Kab.",2002,41177117292,,,153,173,108,219,,,,,17821,302966898310,539840,280485175750,,,,,,
8103,"Maluku Tengah, Kab.",2003,63883768404,72.8,1.63,,,,,38.22,,,,17821,101055736657,551210,360763285737,8.4,5.3,41.67,25.33,18,1.33
8103,"Maluku Tengah, Kab.",2004,84810087073,70.63,,,,,,60.12,,,,17821,389255923748,330612,401143776470,6.54,3.64,,,,
8103,"Maluku Tengah, Kab.",2005,122633376134,,4.24,,,,,60.43,,,18.844181447,19594,356338597822,330809,362365082473,4.12,3.26,70.06,17.2,8.92,
8103,"Maluku Tengah, Kab.",2006,208643460838,84.44,,,,,,55.93,,,,19594,537178692479,329033,553387266053,13.79,8.19,,,,
8103,"Maluku Tengah, Kab.",2007,125249054351,87.34,,,,,,64.33,65983,130745,,19594,524188445589,329772,623219119280,17.348,11.654,,,,
8103,"Maluku Tengah, Kab.",2008,201248731104,89.95,1.32,31,391,170,439,60.4,62859,129485,,7953.81,1.1111561E12,330433,665990680760,19.89,13.59,66.47,16.18,15.61,
8103,"Maluku Tengah, Kab.",2009,202638177119,82.5,,,,,,65.73,59681,133805,,7953.81,693495392142,330964,629874428133,12.918,8.291,,,,
8103,"Maluku Tengah, Kab.",2010,132409262163,86.11828,,,,,,60.81,68878,146439,28.2,,677985385193,361698,658298357032,,,,,,
8103,"Maluku Tengah, Kab.",2011,129429943043,83.78571,2.062866,,,,,65.06,91284,170204,28.20238,,779278020166,364911,795900091457,,,72.4138,6.896552,20.11494,0.5747126
8103,"Maluku Tengah, Kab.",2012,109991000000,86.94,,,,,,46.17,73997,153112,,,861221000000,366006,866659000000,,,,,,
8103,"Maluku Tengah, Kab.",2013,212087683429,89.822257996,,,,,,55.838245,59506,138816,,,,367177,1.018167E12,,,,,,
8103,"Maluku Tengah, Kab.",2014,,,,,,,,61.94,,,,,,,,,,,,,
8104,"Buru, Kab.",2000,,,,,,,,,,,10.45,,,,,,,,,,
8104,"Buru, Kab.",2001,20287438333,63.49,,,,,,51.33,,,,11020,103133953000,125570,102654751000,,,,,,
8104,"Buru, Kab.",2002,23917963113,,,151,102,24,213,,,,,11020,116482598470,126270,128350738860,,,,,,
8104,"Buru, Kab.",2003,,46.19,2.35,,,,,27.82,,,,11020,,128980,,7.3,4.1,38.1,15.87,7.94,
8104,"Buru, Kab.",2004,67200555105,57.21,,,,,,44,,,,11020,209600025829,122346,186189304977,3.68,2.08,,,,
8104,"Buru, Kab.",2005,61838683675,,2.79,,,,,30.98,,,14.652977016,9247,190728989210,124952,209934329371,6.06,3.06,41.24,4.12,12.37,1.03
8104,"Buru, Kab.",2006,78140161611,58.43,,,,,,45.19,,,,9247,287658271842,127727,284540569545,7.82,5,,,,
8104,"Buru, Kab.",2007,129462125281,52.99,,,,,,48.58,37014,57397,,9247,351976045277,130040,367508651144,9.474,5.589,,,,
8104,"Buru, Kab.",2008,149486849825,71.81,2.66,16,92,36,38,45.94,39781,57586,,8712.88,424125573843,132363,401348518544,11.455,6.976,32.11,53.21,5.5,2.75
8104,"Buru, Kab.",2009,79940969873,72.95,,,,,,63.37,40075,65499,,4932.32,322467823624,86306,295901715302,16.135,10.329,,,,
8104,"Buru, Kab.",2010,106439337637,77.37815,,,,,,60.04,24597,44595,26.52,,372788648939,108445,401422598334,,,,,,
8104,"Buru, Kab.",2011,116241604725,78.17403,3.593709,,,,,46.99,26344,49776,26.51829,,448323327839,112789,451876537753,,,56.57895,21.05263,22.36842,
8104,"Buru, Kab.",2012,82081787903,77.56,,,,,,47.69,21163,48734,,,445115000000,116471,444494000000,,,,,,
8104,"Buru, Kab.",2013,94772518311,78.810508728,,,,,,52.816704,24144,51251,,,,120181,485557303995,,,,,,
8104,"Buru, Kab.",2014,,,,,,,,59.79,,,,,,,,,,,,,
8105,"Kepulauan Aru, Kab.",2000,,,,,,,,,,,25.38,,,,,,,,,,
8105,"Kepulauan Aru, Kab.",2001,,,,,,,,,,,,,,,,,,,,,
8105,"Kepulauan Aru, Kab.",2002,,,,,,,,,,,,,,,,,,,,,
8105,"Kepulauan Aru, Kab.",2003,,,,,,,,,,,,,,,,,,,,,
8105,"Kepulauan Aru, Kab.",2004,,,,,,,,,,,,,,67017,,,,,,,
8105,"Kepulauan Aru, Kab.",2005,,,5.47,,,,,46.03,,,29.263437293,2816.63,,69781,,2,1,5.04,15.97,5.88,4.2
8105,"Kepulauan Aru, Kab.",2006,,33.12,,,,,,37.97,,,,2816.63,105328738896,70740,0,8.93,5.67,,,,
8105,"Kepulauan Aru, Kab.",2007,,36.69,,,,,,41.62,22763,32853,,2816.63,,71393,266562579520,12.44,7.942,,,,
8105,"Kepulauan Aru, Kab.",2008,110203014062,36.31,5.09,129,4,4,127,33.82,41008,32507,,8152.42,337679184691,72034,318945008768,14.355,9.724,5.04,23.53,3.36,
8105,"Kepulauan Aru, Kab.",2009,,33.69,,,,,,48.51,26022,34319,,8152.42,,72815,401196668123,10.306,8.034,,,,
8105,"Kepulauan Aru, Kab.",2010,117638562423,44.26824,,,,,,53.75,24283,34753,38.78,,414466260433,84138,414539583126,,,,,,
8105,"Kepulauan Aru, Kab.",2011,112679368910,50.22488,5.857316,,,,,38.59,23339,37195,38.7832,,418644278892,86018,446467892347,,,22.22222,74.07407,,3.703704
8105,"Kepulauan Aru, Kab.",2012,,49.67,,,,,,49.13,24811,36324,,,,87423,,,,,,,
